JUDUL,KATEGORI,tokens,stopwords,stemmed
infografis  jurusan stem dengan pekerjaan menjanjikan di masa depan,Teknologi,"['infografis', 'jurusan', 'stem', 'dengan', 'pekerjaan', 'menjanjikan', 'di', 'masa', 'depan']","['infografis', 'jurusan', 'stem', 'pekerjaan', 'menjanjikan']",infografis jurus stem kerja janji
 jurusan stem dengan pekerjaan yang menjanjikan ada yang kamu incar,Teknologi,"['jurusan', 'stem', 'dengan', 'pekerjaan', 'yang', 'menjanjikan', 'ada', 'yang', 'kamu', 'incar']","['jurusan', 'stem', 'pekerjaan', 'menjanjikan', 'incar']",jurus stem kerja janji incar
benarkah ai bisa menerjemahkan bahasa hewan ini kata ilmuwan,Teknologi,"['benarkah', 'ai', 'bisa', 'menerjemahkan', 'bahasa', 'hewan', 'ini', 'kata', 'ilmuwan']","['ai', 'menerjemahkan', 'bahasa', 'hewan', 'ilmuwan']",ai terjemah bahasa hewan ilmuwan
cantik dan seksi tapi sosok di balik influencer ai ini pria,Teknologi,"['cantik', 'dan', 'seksi', 'tapi', 'sosok', 'di', 'balik', 'influencer', 'ai', 'ini', 'pria']","['cantik', 'seksi', 'sosok', 'influencer', 'ai', 'pria']",cantik seksi sosok influencer ai pria
sdm teknologi ri bisa bersaing di dunia cuma prnya,Teknologi,"['sdm', 'teknologi', 'ri', 'bisa', 'bersaing', 'di', 'dunia', 'cuma', 'prnya']","['sdm', 'teknologi', 'ri', 'bersaing', 'dunia', 'prnya']",sdm teknologi ri saing dunia prnya
 ilmuwan indonesia yang karyanya mendunia,Teknologi,"['ilmuwan', 'indonesia', 'yang', 'karyanya', 'mendunia']","['ilmuwan', 'indonesia', 'karyanya', 'mendunia']",ilmuwan indonesia karya dunia
menolak tua miliarder umur  ini ingin punya fisik layaknya remaja  tahun,Teknologi,"['menolak', 'tua', 'miliarder', 'umur', 'ini', 'ingin', 'punya', 'fisik', 'layaknya', 'remaja', 'tahun']","['menolak', 'tua', 'miliarder', 'umur', 'fisik', 'layaknya', 'remaja']",tolak tua miliarder umur fisik layak remaja
 pesawat tercepat di dunia nomor satu bisa tur luar angkasa,Teknologi,"['pesawat', 'tercepat', 'di', 'dunia', 'nomor', 'satu', 'bisa', 'tur', 'luar', 'angkasa']","['pesawat', 'tercepat', 'dunia', 'nomor', 'tur', 'angkasa']",pesawat cepat dunia nomor tur angkasa
ai bisa prediksi lagu yang akan hits pakai detak jantung caranya,Teknologi,"['ai', 'bisa', 'prediksi', 'lagu', 'yang', 'akan', 'hits', 'pakai', 'detak', 'jantung', 'caranya']","['ai', 'prediksi', 'lagu', 'hits', 'pakai', 'detak', 'jantung']",ai prediksi lagu hits pakai detak jantung
siapa penemu internet yang sebenarnya,Teknologi,"['siapa', 'penemu', 'internet', 'yang', 'sebenarnya']","['penemu', 'internet']",temu internet
ilmuwan harvard ungkap teknologi alien yang tertinggal di bumi ini buktinya,Teknologi,"['ilmuwan', 'harvard', 'ungkap', 'teknologi', 'alien', 'yang', 'tertinggal', 'di', 'bumi', 'ini', 'buktinya']","['ilmuwan', 'harvard', 'teknologi', 'alien', 'tertinggal', 'bumi', 'buktinya']",ilmuwan harvard teknologi alien tinggal bumi bukti
popularitas threads menukik tajam,Teknologi,"['popularitas', 'threads', 'menukik', 'tajam']","['popularitas', 'threads', 'menukik', 'tajam']",popularitas threads tukik tajam
peneliti uc berkeley ubah udara jadi air minum bagaimana caranya,Teknologi,"['peneliti', 'uc', 'berkeley', 'ubah', 'udara', 'jadi', 'air', 'minum', 'bagaimana', 'caranya']","['peneliti', 'uc', 'berkeley', 'ubah', 'udara', 'air', 'minum']",teliti uc berkeley ubah udara air minum
beragam inovasi dan teknologi peternakan hadir disini,Teknologi,"['beragam', 'inovasi', 'dan', 'teknologi', 'peternakan', 'hadir', 'disini']","['beragam', 'inovasi', 'teknologi', 'peternakan', 'hadir']",agam inovasi teknologi terna hadir
profesor unair ungkap dampak saat dewasa bila anak tak suka baca karena gadget,Teknologi,"['profesor', 'unair', 'ungkap', 'dampak', 'saat', 'dewasa', 'bila', 'anak', 'tak', 'suka', 'baca', 'karena', 'gadget']","['profesor', 'unair', 'dampak', 'dewasa', 'anak', 'suka', 'baca', 'gadget']",profesor unair dampak dewasa anak suka baca gadget
apa teknologi pertama yang digunakan manusia,Teknologi,"['apa', 'teknologi', 'pertama', 'yang', 'digunakan', 'manusia']","['teknologi', 'manusia']",teknologi manusia
betulkah teknologi canggih tidak membuat orang makin produktif,Teknologi,"['betulkah', 'teknologi', 'canggih', 'tidak', 'membuat', 'orang', 'makin', 'produktif']","['teknologi', 'canggih', 'orang', 'produktif']",teknologi canggih orang produktif
tugas menkominfo baru berantas judi onlinetuntaskan pembangunan bts,Teknologi,"['tugas', 'menkominfo', 'baru', 'berantas', 'judi', 'onlinetuntaskan', 'pembangunan', 'bts']","['tugas', 'menkominfo', 'berantas', 'judi', 'onlinetuntaskan', 'pembangunan', 'bts']",tugas menkominfo berantas judi onlinetuntaskan bangun bts
 kereta api tercepat di dunia nomor satu dari negara mana,Teknologi,"['kereta', 'api', 'tercepat', 'di', 'dunia', 'nomor', 'satu', 'dari', 'negara', 'mana']","['kereta', 'api', 'tercepat', 'dunia', 'nomor', 'negara']",kereta api cepat dunia nomor negara
ui sabet kampus teknik terbaik di indonesia versi the wur dan scimago university rankings,Teknologi,"['ui', 'sabet', 'kampus', 'teknik', 'terbaik', 'di', 'indonesia', 'versi', 'the', 'wur', 'dan', 'scimago', 'university', 'rankings']","['ui', 'sabet', 'kampus', 'teknik', 'terbaik', 'indonesia', 'versi', 'the', 'wur', 'scimago', 'university', 'rankings']",ui sabet kampus teknik baik indonesia versi the wur scimago university rankings
 ilmuwan indonesia yang mendunia penemu teknologi g hingga teori pada pesawat,Teknologi,"['ilmuwan', 'indonesia', 'yang', 'mendunia', 'penemu', 'teknologi', 'g', 'hingga', 'teori', 'pada', 'pesawat']","['ilmuwan', 'indonesia', 'mendunia', 'penemu', 'teknologi', 'g', 'teori', 'pesawat']",ilmuwan indonesia dunia temu teknologi g teori pesawat
kekuatan fitur google lens di bard,Teknologi,"['kekuatan', 'fitur', 'google', 'lens', 'di', 'bard']","['kekuatan', 'fitur', 'google', 'lens', 'bard']",kuat fitur google lens bard
soal nikuba disebut bisa ubah air jadi bahan bakar brin ungkap  syarat ini,Teknologi,"['soal', 'nikuba', 'disebut', 'bisa', 'ubah', 'air', 'jadi', 'bahan', 'bakar', 'brin', 'ungkap', 'syarat', 'ini']","['nikuba', 'ubah', 'air', 'bahan', 'bakar', 'brin', 'syarat']",nikuba ubah air bahan bakar brin syarat
apakah nikuba dapat disebut inovasi brin wallahualam,Teknologi,"['apakah', 'nikuba', 'dapat', 'disebut', 'inovasi', 'brin', 'wallahualam']","['nikuba', 'inovasi', 'brin', 'wallahualam']",nikuba inovasi brin wallahualam
kemdikbud puji pelayanan berbasis teknologi dan propam polri peduli pendidikan,Teknologi,"['kemdikbud', 'puji', 'pelayanan', 'berbasis', 'teknologi', 'dan', 'propam', 'polri', 'peduli', 'pendidikan']","['kemdikbud', 'puji', 'pelayanan', 'berbasis', 'teknologi', 'propam', 'polri', 'peduli', 'pendidikan']",kemdikbud puji layan bas teknologi propam polri peduli didik
kolaborasi hasilkan teknologi  solusi manufaktur,Teknologi,"['kolaborasi', 'hasilkan', 'teknologi', 'solusi', 'manufaktur']","['kolaborasi', 'hasilkan', 'teknologi', 'solusi', 'manufaktur']",kolaborasi hasil teknologi solusi manufaktur
ipb university gandeng kampus korea buka prodi baru mulai juli ,Teknologi,"['ipb', 'university', 'gandeng', 'kampus', 'korea', 'buka', 'prodi', 'baru', 'mulai', 'juli']","['ipb', 'university', 'gandeng', 'kampus', 'korea', 'buka', 'prodi', 'juli']",ipb university gandeng kampus korea buka prodi juli
threads muncul begini sejarah media sosial pertama di dunia,Teknologi,"['threads', 'muncul', 'begini', 'sejarah', 'media', 'sosial', 'pertama', 'di', 'dunia']","['threads', 'muncul', 'sejarah', 'media', 'sosial', 'dunia']",threads muncul sejarah media sosial dunia
ini penampakan gunung padang versi ai apakah mirip aslinya,Teknologi,"['ini', 'penampakan', 'gunung', 'padang', 'versi', 'ai', 'apakah', 'mirip', 'aslinya']","['penampakan', 'gunung', 'padang', 'versi', 'ai', 'aslinya']",tampak gunung padang versi ai asli
melihat megahnya bola led terbesar di dunia,Teknologi,"['melihat', 'megahnya', 'bola', 'led', 'terbesar', 'di', 'dunia']","['megahnya', 'bola', 'led', 'terbesar', 'dunia']",megah bola led besar dunia
ramai nikuba buatan wni apakah air bisa jadi bahan bakar kendaraan,Teknologi,"['ramai', 'nikuba', 'buatan', 'wni', 'apakah', 'air', 'bisa', 'jadi', 'bahan', 'bakar', 'kendaraan']","['ramai', 'nikuba', 'buatan', 'wni', 'air', 'bahan', 'bakar', 'kendaraan']",ramai nikuba buat wni air bahan bakar kendara
topid brand teknologi asli papua siap ramaikan papua street carnival,Teknologi,"['topid', 'brand', 'teknologi', 'asli', 'papua', 'siap', 'ramaikan', 'papua', 'street', 'carnival']","['topid', 'brand', 'teknologi', 'asli', 'papua', 'ramaikan', 'papua', 'street', 'carnival']",topid brand teknologi asli papua ramai papua street carnival
 gadget yang pernah hits di zamannya,Teknologi,"['gadget', 'yang', 'pernah', 'hits', 'di', 'zamannya']","['gadget', 'hits', 'zamannya']",gadget hits zaman
robot humanoid pimpin pertunjukkan orkestra nasional di korea selatan,Teknologi,"['robot', 'humanoid', 'pimpin', 'pertunjukkan', 'orkestra', 'nasional', 'di', 'korea', 'selatan']","['robot', 'humanoid', 'pimpin', 'pertunjukkan', 'orkestra', 'nasional', 'korea', 'selatan']",robot humanoid pimpin tunjuk orkestra nasional korea selatan
guru besar ugm ungkap bahaya penyalahgunaan ai paling mengerikan,Teknologi,"['guru', 'besar', 'ugm', 'ungkap', 'bahaya', 'penyalahgunaan', 'ai', 'paling', 'mengerikan']","['guru', 'ugm', 'bahaya', 'penyalahgunaan', 'ai', 'mengerikan']",guru ugm bahaya penyalahgunaan ai keri
mendag dorong umkm ri manfaatkan teknologi untuk kembangkan bisnis,Teknologi,"['mendag', 'dorong', 'umkm', 'ri', 'manfaatkan', 'teknologi', 'untuk', 'kembangkan', 'bisnis']","['mendag', 'dorong', 'umkm', 'ri', 'manfaatkan', 'teknologi', 'kembangkan', 'bisnis']",mendag dorong umkm ri manfaat teknologi kembang bisnis
teknologi penunjang ibadah haji dari masa ke masa,Teknologi,"['teknologi', 'penunjang', 'ibadah', 'haji', 'dari', 'masa', 'ke', 'masa']","['teknologi', 'penunjang', 'ibadah', 'haji']",teknologi tunjang ibadah haji
keren mahasiswa its bikin inovasi digital asisten untuk haji dan umrah,Teknologi,"['keren', 'mahasiswa', 'its', 'bikin', 'inovasi', 'digital', 'asisten', 'untuk', 'haji', 'dan', 'umrah']","['keren', 'mahasiswa', 'its', 'bikin', 'inovasi', 'digital', 'asisten', 'haji', 'umrah']",keren mahasiswa its bikin inovasi digital asisten haji umrah
mahasiswa ri di stanfordberkeley as bikin startup ai belajar bahasa inggris,Teknologi,"['mahasiswa', 'ri', 'di', 'stanfordberkeley', 'as', 'bikin', 'startup', 'ai', 'belajar', 'bahasa', 'inggris']","['mahasiswa', 'ri', 'stanfordberkeley', 'as', 'bikin', 'startup', 'ai', 'belajar', 'bahasa', 'inggris']",mahasiswa ri stanfordberkeley as bikin startup ai ajar bahasa inggris
 blunder fatal di dunia teknologi mulai dari kodak sampai nokia,Teknologi,"['blunder', 'fatal', 'di', 'dunia', 'teknologi', 'mulai', 'dari', 'kodak', 'sampai', 'nokia']","['blunder', 'fatal', 'dunia', 'teknologi', 'kodak', 'nokia']",blunder fatal dunia teknologi kodak nokia
rahasia kubah masjid nabawi yang bisa bergeser,Teknologi,"['rahasia', 'kubah', 'masjid', 'nabawi', 'yang', 'bisa', 'bergeser']","['rahasia', 'kubah', 'masjid', 'nabawi', 'bergeser']",rahasia kubah masjid nabawi geser
bertani canggih ala fakultas teknik unpas,Teknologi,"['bertani', 'canggih', 'ala', 'fakultas', 'teknik', 'unpas']","['bertani', 'canggih', 'ala', 'fakultas', 'teknik', 'unpas']",tan canggih ala fakultas teknik unpas
robot kini bisa berkeringat dan bernapas mirip manusia,Teknologi,"['robot', 'kini', 'bisa', 'berkeringat', 'dan', 'bernapas', 'mirip', 'manusia']","['robot', 'berkeringat', 'bernapas', 'manusia']",robot keringat napas manusia
canggihnya rumah bos microsoft pohon saja diawasi teknologi,Teknologi,"['canggihnya', 'rumah', 'bos', 'microsoft', 'pohon', 'saja', 'diawasi', 'teknologi']","['canggihnya', 'rumah', 'bos', 'microsoft', 'pohon', 'diawasi', 'teknologi']",canggih rumah bos microsoft pohon awas teknologi
alasan banyak perusahaan tak bisa hidup tanpa data center,Teknologi,"['alasan', 'banyak', 'perusahaan', 'tak', 'bisa', 'hidup', 'tanpa', 'data', 'center']","['alasan', 'perusahaan', 'hidup', 'data', 'center']",alas usaha hidup data center
ramalan stephen hawking di masa lampau soal ai sudah terbukti,Teknologi,"['ramalan', 'stephen', 'hawking', 'di', 'masa', 'lampau', 'soal', 'ai', 'sudah', 'terbukti']","['ramalan', 'stephen', 'hawking', 'lampau', 'ai', 'terbukti']",ramal stephen hawking lampau ai bukti
ancaman di balik kemajuan teknologi kaum pekerja wajib hatihati,Teknologi,"['ancaman', 'di', 'balik', 'kemajuan', 'teknologi', 'kaum', 'pekerja', 'wajib', 'hatihati']","['ancaman', 'kemajuan', 'teknologi', 'kaum', 'pekerja', 'wajib', 'hatihati']",ancam maju teknologi kaum kerja wajib hatihati
banyak peminat setelah gunakan ai nvidia langsung untung gede,Teknologi,"['banyak', 'peminat', 'setelah', 'gunakan', 'ai', 'nvidia', 'langsung', 'untung', 'gede']","['peminat', 'ai', 'nvidia', 'langsung', 'untung', 'gede']",minat ai nvidia langsung untung gede
meta suguhkan headset meta quest  jelang debut vr apple,Teknologi,"['meta', 'suguhkan', 'headset', 'meta', 'quest', 'jelang', 'debut', 'vr', 'apple']","['meta', 'suguhkan', 'headset', 'meta', 'quest', 'jelang', 'debut', 'vr', 'apple']",meta suguh headset meta quest jelang debut vr apple
 penemuan kuno yang masih digunakan manusia hingga saat ini,Teknologi,"['penemuan', 'kuno', 'yang', 'masih', 'digunakan', 'manusia', 'hingga', 'saat', 'ini']","['penemuan', 'kuno', 'manusia']",temu kuno manusia
inovasi augmented reality dalam operasi tulang belakang,Teknologi,"['inovasi', 'augmented', 'reality', 'dalam', 'operasi', 'tulang', 'belakang']","['inovasi', 'augmented', 'reality', 'operasi', 'tulang']",inovasi augmented reality operasi tulang
luhut bilang ke jokowi aturan yang hambat teknologi perlu diubah,Teknologi,"['luhut', 'bilang', 'ke', 'jokowi', 'aturan', 'yang', 'hambat', 'teknologi', 'perlu', 'diubah']","['luhut', 'bilang', 'jokowi', 'aturan', 'hambat', 'teknologi', 'diubah']",luhut bilang jokowi atur hambat teknologi ubah
 upaya agar teknologi dapat bermanfaat bagi masyarakat,Teknologi,"['upaya', 'agar', 'teknologi', 'dapat', 'bermanfaat', 'bagi', 'masyarakat']","['upaya', 'teknologi', 'bermanfaat', 'masyarakat']",upaya teknologi manfaat masyarakat
bill gates ungkap ngerinya ai yang bisa bunuh googleamazon,Teknologi,"['bill', 'gates', 'ungkap', 'ngerinya', 'ai', 'yang', 'bisa', 'bunuh', 'googleamazon']","['bill', 'gates', 'ngerinya', 'ai', 'bunuh', 'googleamazon']",bill gates ngeri ai bunuh googleamazon
mengenal pameran pengertian tujuan manfaat dan jenisnya,Teknologi,"['mengenal', 'pameran', 'pengertian', 'tujuan', 'manfaat', 'dan', 'jenisnya']","['mengenal', 'pameran', 'pengertian', 'tujuan', 'manfaat', 'jenisnya']",kenal pamer erti tuju manfaat jenis
siapa penemu gunting ketahui asalusul gunting hingga perkembangannya,Teknologi,"['siapa', 'penemu', 'gunting', 'ketahui', 'asalusul', 'gunting', 'hingga', 'perkembangannya']","['penemu', 'gunting', 'ketahui', 'asalusul', 'gunting', 'perkembangannya']",temu gunting tahu asalusul gunting kembang
video berdurasi dua jam bisa diunggah di twitter,Teknologi,"['video', 'berdurasi', 'dua', 'jam', 'bisa', 'diunggah', 'di', 'twitter']","['video', 'berdurasi', 'jam', 'diunggah', 'twitter']",video durasi jam unggah twitter
chatgpt tuai polemik di akademik bagaimana cara menggunakan yang tepat,Teknologi,"['chatgpt', 'tuai', 'polemik', 'di', 'akademik', 'bagaimana', 'cara', 'menggunakan', 'yang', 'tepat']","['chatgpt', 'tuai', 'polemik', 'akademik']",chatgpt tuai polemik akademik
wanita ini raup cuan miliaran dalam seminggu berkat pacar ai,Teknologi,"['wanita', 'ini', 'raup', 'cuan', 'miliaran', 'dalam', 'seminggu', 'berkat', 'pacar', 'ai']","['wanita', 'raup', 'cuan', 'miliaran', 'seminggu', 'berkat', 'pacar', 'ai']",wanita raup cuan miliar minggu berkat pacar ai
ilmuwan as temukan alat elektronik untuk tumbuhan bisa deteksi penyakit,Teknologi,"['ilmuwan', 'as', 'temukan', 'alat', 'elektronik', 'untuk', 'tumbuhan', 'bisa', 'deteksi', 'penyakit']","['ilmuwan', 'as', 'temukan', 'alat', 'elektronik', 'tumbuhan', 'deteksi', 'penyakit']",ilmuwan as temu alat elektronik tumbuh deteksi sakit
pakar jangan anti chatgpt alat bantu bukan pengganti manusia,Teknologi,"['pakar', 'jangan', 'anti', 'chatgpt', 'alat', 'bantu', 'bukan', 'pengganti', 'manusia']","['pakar', 'anti', 'chatgpt', 'alat', 'bantu', 'pengganti', 'manusia']",pakar anti chatgpt alat bantu ganti manusia
polemik chatgpt di dunia pendidikan ada peran manusia yang tak tergantikan ai,Teknologi,"['polemik', 'chatgpt', 'di', 'dunia', 'pendidikan', 'ada', 'peran', 'manusia', 'yang', 'tak', 'tergantikan', 'ai']","['polemik', 'chatgpt', 'dunia', 'pendidikan', 'peran', 'manusia', 'tergantikan', 'ai']",polemik chatgpt dunia didik peran manusia ganti ai
ngerinya dark web hewan dijual untuk narkoba,Teknologi,"['ngerinya', 'dark', 'web', 'hewan', 'dijual', 'untuk', 'narkoba']","['ngerinya', 'dark', 'web', 'hewan', 'dijual', 'narkoba']",ngeri dark web hewan jual narkoba
ceo tech company sebut teknologi ala star trekiron man segera terwujud,Teknologi,"['ceo', 'tech', 'company', 'sebut', 'teknologi', 'ala', 'star', 'trekiron', 'man', 'segera', 'terwujud']","['ceo', 'tech', 'company', 'teknologi', 'ala', 'star', 'trekiron', 'man', 'terwujud']",ceo tech company teknologi ala star trekiron man wujud
ternyata begini cara mahasiswa bisa betah di jurusan stem,Teknologi,"['ternyata', 'begini', 'cara', 'mahasiswa', 'bisa', 'betah', 'di', 'jurusan', 'stem']","['mahasiswa', 'betah', 'jurusan', 'stem']",mahasiswa betah jurus stem
ramalan teknologi sang ilmuwan  tahun lalu yang kini terbukti,Teknologi,"['ramalan', 'teknologi', 'sang', 'ilmuwan', 'tahun', 'lalu', 'yang', 'kini', 'terbukti']","['ramalan', 'teknologi', 'sang', 'ilmuwan', 'terbukti']",ramal teknologi sang ilmuwan bukti
sederet tokoh wanita inspirasi di bidang literasi dan teknologi,Teknologi,"['sederet', 'tokoh', 'wanita', 'inspirasi', 'di', 'bidang', 'literasi', 'dan', 'teknologi']","['sederet', 'tokoh', 'wanita', 'inspirasi', 'bidang', 'literasi', 'teknologi']",deret tokoh wanita inspirasi bidang literasi teknologi
 contoh bioteknologi modern dan konvensional dalam berbagai bidang,Teknologi,"['contoh', 'bioteknologi', 'modern', 'dan', 'konvensional', 'dalam', 'berbagai', 'bidang']","['contoh', 'bioteknologi', 'modern', 'konvensional', 'bidang']",contoh bioteknologi modern konvensional bidang
 tahun lagi ai bakal jadi guru membaca,Teknologi,"['tahun', 'lagi', 'ai', 'bakal', 'jadi', 'guru', 'membaca']","['ai', 'guru', 'membaca']",ai guru baca
unik ilmuwan buat printer penghasil kulit manusia dari mainan lego,Teknologi,"['unik', 'ilmuwan', 'buat', 'printer', 'penghasil', 'kulit', 'manusia', 'dari', 'mainan', 'lego']","['unik', 'ilmuwan', 'printer', 'penghasil', 'kulit', 'manusia', 'mainan', 'lego']",unik ilmuwan printer hasil kulit manusia main lego
rupa candi borobudur dengan tampilan ai benarkah di tengah danau purba,Teknologi,"['rupa', 'candi', 'borobudur', 'dengan', 'tampilan', 'ai', 'benarkah', 'di', 'tengah', 'danau', 'purba']","['rupa', 'candi', 'borobudur', 'tampilan', 'ai', 'danau', 'purba']",rupa candi borobudur tampil ai danau purba
presenter ai muncul di media televisi pakar unpad strategi untuk dekati gen z,Teknologi,"['presenter', 'ai', 'muncul', 'di', 'media', 'televisi', 'pakar', 'unpad', 'strategi', 'untuk', 'dekati', 'gen', 'z']","['presenter', 'ai', 'muncul', 'media', 'televisi', 'pakar', 'unpad', 'strategi', 'dekati', 'gen', 'z']",presenter ai muncul media televisi pakar unpad strategi dekat gen z
